timestamp,trade_id,action,symbol,strike,option_type,entry_price,exit_price,quantity,pnl,pnl_after_charges,capital,reason,accuracy_score,trend_strength,nifty_level,iv_rank,oi,volume,strategy,holding_time_minutes,candlestick_patterns
2025-11-07 14:02:00,HA20251107_135649,EXIT,NIFTY11NOV25P25300,25300,PE,22.8,28.55,300,1725.0,1685.0,147795.0,IMMEDIATE_PROFIT_BOOK,100,,25533.65,,16451250,335457300,TREND_BEAR_PE,5.184186583333333,BEARISH_ENGULFING
2025-11-07 14:02:00,HA20251107_140200,ENTRY,NIFTY11NOV25P25250,25250,PE,20.45,,300,,,141640.0,"Good OI: 9,133,125, Good premium: ₹20.45",100,,25492.85,,9133125,157430400,TREND_BEAR_PE,,BEARISH_MARUBOZU
2025-11-07 14:07:10,HA20251107_140710,ENTRY,NIFTY11NOV25P25250,25250,PE,23.0,,300,,,134720.0,"Good OI: 9,007,725, Good premium: ₹23.00",100,,25484.8,,9007725,162709425,TREND_BEAR_PE,,"BEARISH_MARUBOZU, THREE_BLACK_CROWS"
2025-11-07 14:23:43,HA20251107_140710,EXIT,NIFTY11NOV25P25250,25250,PE,23.0,16.35,300,-1994.9999999999995,-2034.9999999999995,139605.0,STOP_LOSS,100,,25484.8,,9007725,162709425,TREND_BEAR_PE,16.555067216666668,"BEARISH_MARUBOZU, THREE_BLACK_CROWS"
2025-11-07 14:24:43,HA20251107_140200,EXIT,NIFTY11NOV25P25250,25250,PE,20.45,15.1,300,-1605.0,-1645.0,144115.0,STOP_LOSS,100,,25492.85,,9133125,157430400,TREND_BEAR_PE,22.71203835,BEARISH_MARUBOZU
2025-11-07 14:27:52,HA20251107_142752,ENTRY,NIFTY11NOV25P25350,25350,PE,25.25,,300,,,136520.0,"Good OI: 10,509,375, Good premium: ₹25.25",100,,25552.35,,10509375,322590825,CONTRARIAN,,
2025-11-07 14:33:06,HA20251107_143306,ENTRY,NIFTY11NOV25P25350,25350,PE,26.7,,300,,,128490.0,"Good OI: 10,508,175, Good premium: ₹26.70",100,,25553.85,,10508175,325501500,CONTRARIAN,,
2025-11-07 14:35:14,HA20251107_142752,EXIT,NIFTY11NOV25P25350,25350,PE,25.25,29.2,300,1184.9999999999998,1144.9999999999998,137230.0,IMMEDIATE_PROFIT_BOOK,100,,25552.35,,10509375,322590825,CONTRARIAN,7.3608047,
2025-11-07 14:38:22,HA20251107_143822,ENTRY,NIFTY11NOV25P25300,25300,PE,21.1,,300,,,130880.0,"Good OI: 16,554,000, Good premium: ₹21.10",100,,25538.5,,16554000,400263225,CONTRARIAN,,SHOOTING_STAR
2025-11-07 14:41:00,HA20251107_143306,EXIT,NIFTY11NOV25P25350,25350,PE,26.7,30.75,300,1215.0000000000002,1175.0000000000002,140085.0,IMMEDIATE_PROFIT_BOOK,100,,25553.85,,10508175,325501500,CONTRARIAN,7.892437516666666,
2025-11-07 14:43:36,HA20251107_144336,ENTRY,NIFTY11NOV25P25300,25300,PE,21.2,,300,,,133705.0,"Good OI: 16,430,850, Good premium: ₹21.20",100,,25538.3,,16430850,403526775,CONTRARIAN,,
2025-11-07 14:45:38,HA20251107_143822,EXIT,NIFTY11NOV25P25300,25300,PE,21.1,24.65,300,1064.999999999999,1024.999999999999,141080.0,IMMEDIATE_PROFIT_BOOK,100,,25538.5,,16554000,400263225,CONTRARIAN,7.266851399999999,SHOOTING_STAR
2025-11-07 14:48:48,HA20251107_144848,ENTRY,NIFTY11NOV25P25300,25300,PE,22.5,,300,,,134310.0,"Good OI: 16,245,900, Good premium: ₹22.50",100,,25529.05,,16245900,408829875,CONTRARIAN,,
2025-11-07 14:51:24,HA20251107_144336,EXIT,NIFTY11NOV25P25300,25300,PE,21.2,24.6,300,1020.0000000000007,980.0000000000007,141670.0,IMMEDIATE_PROFIT_BOOK,100,,25538.3,,16430850,403526775,CONTRARIAN,7.797515866666667,
2025-11-07 14:54:01,HA20251107_145401,ENTRY,NIFTY11NOV25P25300,25300,PE,25.0,,300,,,134150.0,"Good OI: 16,319,700, Good premium: ₹25.00",100,,25514.2,,16319700,413339250,CONTRARIAN,,
2025-11-07 14:58:41,HA20251107_144848,EXIT,NIFTY11NOV25P25300,25300,PE,22.5,25.9,300,1019.9999999999995,979.9999999999995,141900.0,IMMEDIATE_PROFIT_BOOK,100,,25529.05,,16245900,408829875,CONTRARIAN,9.8801625,
2025-11-07 14:59:16,HA20251107_145916,ENTRY,NIFTY11NOV25P25300,25300,PE,25.75,,300,,,134155.0,"Good OI: 16,095,525, Good premium: ₹25.75",100,,25508.35,,16095525,417377175,CONTRARIAN,,
2025-11-07 15:17:32,HA20251107_145401,EXIT,NIFTY11NOV25P25300,25300,PE,25.0,20.35,300,-1394.9999999999995,-1434.9999999999995,140240.0,END_OF_DAY,100,,25514.2,,16319700,413339250,CONTRARIAN,23.50943735,
2025-11-07 15:17:32,HA20251107_145916,EXIT,NIFTY11NOV25P25300,25300,PE,25.75,20.3,300,-1634.9999999999998,-1674.9999999999998,146310.0,END_OF_DAY,100,,25508.35,,16095525,417377175,CONTRARIAN,18.272725916666666,
